portfolio,total_return,annualized_return,volatility,sharpe
gmv,6.923866596529762,0.15535791981603397,0.10885033522872489,0.40076743293129236
orp,19.594022221974182,0.23496986744226178,0.3065594129496633,0.24351880661885336
