novelty_mode,transcriptid,chunk_index,exec_turn_index,componentorder,transcriptcomponentid,speakertypename
full_turns,79809,3,,3,5729968,Analysts
full_turns,79809,6,,6,5729971,Executives
full_turns,79809,8,,8,5729973,Executives
full_turns,79809,10,,10,5729975,Analysts
full_turns,79809,11,,11,5729976,Executives
full_turns,79809,12,,12,5729977,Analysts
full_turns,79809,14,,14,5729979,Analysts
full_turns,79809,16,,16,5729981,Analysts
full_turns,79809,17,,17,5729982,Executives
full_turns,79809,20,,20,5729985,Analysts
full_turns,79809,21,,21,5729986,Executives
full_turns,79809,25,,25,5729990,Analysts
full_turns,79809,27,,27,5729992,Analysts
full_turns,79809,28,,28,5729993,Executives
full_turns,79809,30,,30,5729995,Analysts
full_turns,79809,31,,31,5729996,Executives
full_turns,79809,34,,34,5729999,Executives
full_turns,79809,35,,35,5730000,Analysts
full_turns,79809,36,,36,5730001,Executives
full_turns,79809,39,,39,5730004,Analysts
full_turns,79809,40,,40,5730005,Executives
full_turns,79809,42,,42,5730007,Analysts
full_turns,79809,43,,43,5730008,Executives
full_turns,79809,44,,44,5730009,Analysts
full_turns,79809,47,,47,5730012,Executives
full_turns,79809,50,,51,5730016,Analysts
full_turns,79809,51,,52,5730017,Executives
full_turns,79809,54,,55,5730020,Executives
full_turns,79809,57,,58,5730023,Executives
full_turns,79809,62,,63,5730028,Executives
full_turns,79809,67,,68,5730033,Analysts
full_turns,79809,68,,69,5730034,Executives
full_turns,79809,70,,72,5730037,Executives
full_turns,79809,78,,82,5730047,Executives
full_turns,79809,79,,83,5730048,Analysts
full_turns,79809,81,,85,5730050,Analysts
full_turns,79809,87,,91,5730056,Analysts
full_turns,79809,88,,92,5730057,Executives
full_turns,79809,92,,96,5730061,Analysts
full_turns,79809,93,,97,5730062,Executives
full_turns,79809,96,,100,5730065,Executives
full_turns,79809,99,,103,5730068,Analysts
full_turns,79809,100,,104,5730069,Executives
full_turns,79809,101,,105,5730070,Analysts
full_turns,79809,103,,107,5730072,Analysts
full_turns,79809,104,,108,5730073,Executives
full_turns,79809,106,,110,5730075,Analysts
full_turns,79809,107,,111,5730076,Executives
full_turns,79809,108,,112,5730077,Analysts
full_turns,79809,109,,113,5730078,Executives
full_turns,79809,110,,114,5730079,Executives
full_turns,79809,116,,121,5730086,Executives
full_turns,79809,118,,124,5730089,Executives
full_turns,79809,120,,126,5730091,Analysts
full_turns,79809,122,,128,5730093,Analysts
full_turns,79809,123,,129,5730094,Executives
full_turns,79809,124,,130,5730095,Analysts
full_turns,79809,125,,131,5730096,Executives
full_turns,79809,132,,138,5730103,Analysts
full_turns,79809,137,,143,5730108,Analysts
full_turns,79809,139,,145,5730110,Executives
full_turns,79809,141,,147,5730112,Executives
full_turns,79809,143,,149,5730114,Analysts
full_turns,79809,147,,154,5730119,Executives
full_turns,79809,149,,156,5730121,Executives
full_turns,79809,151,,158,5730123,Analysts
full_turns,79809,152,,159,5730124,Executives
full_turns,79809,156,,164,5730129,Executives
full_turns,79809,163,,171,5730136,Executives
full_turns,79809,164,,172,5730137,Analysts
full_turns,79809,165,,173,5730138,Executives
full_turns,80129,6,,7,5750156,Executives
full_turns,80129,8,,9,5750158,Executives
full_turns,80129,9,,10,5750159,Analysts
full_turns,80129,10,,11,5750160,Executives
full_turns,80129,19,,20,5750169,Executives
full_turns,80129,20,,21,5750170,Analysts
full_turns,80129,23,,24,5750173,Executives
full_turns,80129,28,,30,5750179,Executives
full_turns,80129,30,,32,5750181,Executives
full_turns,80129,31,,33,5750182,Analysts
full_turns,80129,40,,42,5750191,Executives
full_turns,80129,41,,43,5750192,Analysts
full_turns,80129,45,,47,5750196,Analysts
full_turns,80129,46,,48,5750197,Executives
full_turns,80129,47,,49,5750198,Analysts
full_turns,80129,48,,50,5750199,Executives
full_turns,80129,51,,53,5750202,Executives
full_turns,80129,52,,54,5750203,Executives
full_turns,80129,53,,55,5750204,Analysts
full_turns,80129,55,,57,5750206,Analysts
full_turns,80129,56,,58,5750207,Executives
full_turns,80129,59,,61,5750210,Analysts
full_turns,80129,60,,62,5750211,Executives
full_turns,80129,66,,68,5750217,Analysts
full_turns,80129,67,,69,5750218,Executives
full_turns,80129,68,,70,5750219,Analysts
full_turns,80129,71,,73,5750222,Executives
full_turns,80129,76,,79,5750228,Executives
full_turns,80129,80,,83,5750232,Executives
full_turns,80129,83,,86,5750235,Executives
full_turns,80129,90,,93,5750242,Analysts
full_turns,80129,100,,104,5750253,Analysts
full_turns,80129,101,,105,5750254,Executives
full_turns,80129,103,,107,5750256,Executives
full_turns,80483,5,,8,5774319,Analysts
full_turns,80483,6,,9,5774320,Executives
full_turns,80483,10,,14,5774325,Analysts
full_turns,80483,11,,15,5774326,Executives
full_turns,80483,12,,16,5774327,Analysts
full_turns,80483,16,,20,5774331,Analysts
full_turns,80483,17,,21,5774332,Executives
full_turns,80483,18,,22,5774333,Analysts
full_turns,80483,19,,23,5774334,Executives
full_turns,80483,20,,24,5774335,Executives
full_turns,80483,22,,26,5774337,Executives
full_turns,80483,23,,27,5774338,Analysts
full_turns,80483,24,,28,5774339,Executives
full_turns,80483,26,,30,5774341,Executives
full_turns,80483,33,,37,5774348,Analysts
full_turns,80483,34,,38,5774349,Executives
full_turns,80483,36,,40,5774351,Executives
full_turns,80483,46,,51,5774362,Analysts
full_turns,80483,47,,52,5774363,Executives
full_turns,80483,48,,53,5774364,Analysts
full_turns,80483,49,,54,5774365,Executives
full_turns,80483,53,,58,5774369,Executives
full_turns,80483,58,,63,5774374,Analysts
full_turns,80483,59,,64,5774375,Executives
full_turns,80483,63,,68,5774379,Executives
full_turns,80483,64,,69,5774380,Analysts
full_turns,80483,65,,70,5774381,Executives
full_turns,80483,69,,74,5774385,Operator
full_turns,80483,73,,80,5774391,Executives
full_turns,80483,78,,85,5774396,Executives
full_turns,80483,79,,86,5774397,Analysts
full_turns,80483,84,,91,5774402,Executives
full_turns,80483,87,,94,5774405,Executives
full_turns,80483,88,,95,5774406,Analysts
full_turns,80483,89,,96,5774407,Executives
full_turns,80483,93,,101,5774412,Analysts
full_turns,80483,103,,111,5774422,Executives
full_turns,80483,105,,114,5774425,Analysts
full_turns,80483,106,,115,5774426,Executives
full_turns,80483,107,,116,5774427,Analysts
full_turns,80483,111,,121,5774432,Operator
full_turns,80483,112,,122,5774433,Analysts
full_turns,80483,121,,134,5774445,Analysts
full_turns,80483,122,,135,5774446,Executives
full_turns,80483,124,,137,5774448,Analysts
full_turns,80483,125,,138,5774449,Executives
full_turns,80483,133,,147,5774458,Analysts
full_turns,80483,134,,148,5774459,Executives
full_turns,80483,139,,153,5774464,Analysts
full_turns,80483,140,,154,5774465,Executives
full_turns,91758,9,,9,6442590,Executives
full_turns,91758,12,,12,6442593,Executives
full_turns,91758,15,,16,6442597,Analysts
full_turns,91758,18,,19,6442600,
full_turns,91758,19,,20,6442601,Executives
full_turns,91758,21,,22,6442603,Executives
full_turns,91758,22,,23,6442604,Executives
full_turns,91758,24,,25,6442606,Analysts
full_turns,91758,25,,26,6442607,Executives
full_turns,91758,28,,29,6442610,Analysts
full_turns,91758,34,,35,6442616,Executives
full_turns,91758,36,,37,6442618,Analysts
full_turns,91758,37,,38,6442619,Executives
full_turns,91758,38,,39,6442620,Executives
full_turns,91758,40,,41,6442622,Executives
full_turns,91758,42,,43,6442624,Analysts
full_turns,91758,43,,44,6442625,Executives
full_turns,91758,44,,45,6442626,Executives
full_turns,91758,45,,46,6442627,Analysts
full_turns,91758,46,,47,6442628,Executives
full_turns,91758,48,,49,6442630,Analysts
full_turns,91758,49,,50,6442631,Executives
full_turns,91758,50,,51,6442632,Analysts
full_turns,91758,51,,52,6442633,Executives
full_turns,91758,53,,54,6442635,Executives
full_turns,91758,55,,56,6442637,Analysts
full_turns,91758,56,,57,6442638,Executives
full_turns,91758,58,,59,6442640,Executives
full_turns,91758,59,,60,6442641,Executives
full_turns,91758,61,,62,6442643,Analysts
full_turns,91758,62,,63,6442644,Executives
full_turns,91758,66,,67,6442648,Executives
full_turns,91758,67,,68,6442649,Analysts
full_turns,91758,68,,69,6442650,Executives
full_turns,91758,70,,71,6442652,
full_turns,91758,72,,73,6442654,
full_turns,91758,73,,74,6442655,Executives
full_turns,91758,75,,76,6442657,
full_turns,91758,76,,77,6442658,Executives
full_turns,91758,77,,78,6442659,
full_turns,91758,78,,79,6442660,Executives
full_turns,91758,79,,80,6442661,Executives
full_turns,91758,81,,82,6442663,Executives
full_turns,91793,5,,5,6445019,Analysts
full_turns,91793,6,,6,6445020,Executives
full_turns,91793,7,,7,6445021,Executives
full_turns,91793,8,,8,6445022,Analysts
full_turns,91793,9,,9,6445023,Executives
full_turns,91793,10,,11,6445025,Executives
full_turns,91793,14,,15,6445029,Analysts
full_turns,91793,16,,17,6445031,Analysts
full_turns,91793,17,,18,6445032,Executives
full_turns,91793,19,,20,6445034,Analysts
full_turns,91793,20,,21,6445035,Executives
full_turns,91793,25,,27,6445041,Executives
full_turns,91793,28,,30,6445044,Analysts
full_turns,91793,29,,31,6445045,Executives
full_turns,91793,30,,32,6445046,Analysts
full_turns,91793,31,,33,6445047,Executives
full_turns,91793,33,,35,6445049,Executives
full_turns,91793,35,,37,6445051,Analysts
full_turns,91793,36,,38,6445052,Executives
full_turns,91793,37,,41,6445055,Analysts
full_turns,91793,41,,45,6445059,Analysts
full_turns,91793,42,,46,6445060,Executives
full_turns,91793,48,,52,6445066,Analysts
full_turns,91793,53,,57,6445071,Executives
full_turns,91793,56,,61,6445075,Executives
full_turns,91793,59,,64,6445078,Analysts
full_turns,91793,62,,67,6445081,Executives
full_turns,91793,66,,71,6445085,Analysts
full_turns,91793,68,,73,6445087,Analysts
full_turns,91793,73,,78,6445092,Executives
full_turns,91793,78,,83,6445097,Executives
full_turns,91793,80,,85,6445099,Executives
full_turns,91793,82,,88,6445102,Analysts
full_turns,91793,83,,89,6445103,Executives
full_turns,91793,84,,90,6445104,Analysts
full_turns,91793,85,,91,6445105,Executives
full_turns,91793,87,,93,6445107,Executives
full_turns,91793,97,,103,6445117,Analysts
full_turns,91793,98,,104,6445118,Executives
full_turns,91793,101,,107,6445121,Analysts
full_turns,91793,104,,110,6445124,Executives
full_turns,91793,108,,114,6445128,Analysts
full_turns,91793,109,,115,6445129,Executives
full_turns,91793,110,,116,6445130,Analysts
full_turns,91793,111,,117,6445131,Executives
full_turns,91793,112,,118,6445132,Analysts
full_turns,91793,115,,121,6445135,Executives
full_turns,91793,117,,123,6445137,Analysts
full_turns,91793,120,,126,6445140,Executives
full_turns,91793,127,,133,6445147,Analysts
full_turns,91793,128,,134,6445148,Executives
full_turns,91793,129,,135,6445149,Executives
full_turns,91793,134,,140,6445154,Executives
full_turns,91793,144,,150,6445164,Analysts
full_turns,91793,147,,153,6445167,
full_turns,91793,148,,154,6445168,Executives
full_turns,91793,149,,155,6445169,
full_turns,91793,150,,156,6445170,Executives
full_turns,91793,151,,157,6445171,
full_turns,91793,154,,160,6445174,Analysts
full_turns,92319,5,,5,6468617,Executives
full_turns,92319,7,,7,6468619,Analysts
full_turns,92319,8,,8,6468620,Executives
full_turns,92319,10,,10,6468622,Analysts
full_turns,92319,11,,11,6468623,Executives
full_turns,92319,14,,14,6468626,Executives
full_turns,92319,17,,17,6468629,Executives
full_turns,92319,20,,20,6468632,Executives
full_turns,92319,23,,23,6468635,Executives
full_turns,92319,25,,25,6468637,Analysts
full_turns,92319,26,,26,6468638,Executives
full_turns,92319,28,,28,6468640,Analysts
full_turns,92319,29,,29,6468641,Executives
full_turns,92319,31,,31,6468643,Analysts
full_turns,92319,32,,32,6468644,Executives
full_turns,92319,34,,34,6468646,Executives
full_turns,92362,6,,6,6471101,Executives
full_turns,92362,7,,7,6471102,
full_turns,92362,11,,11,6471106,Executives
full_turns,92362,12,,12,6471107,Analysts
full_turns,92362,13,,13,6471108,Executives
full_turns,92362,16,,16,6471111,Executives
full_turns,92362,17,,17,6471112,Analysts
full_turns,92362,18,,18,6471113,Executives
full_turns,92362,20,,20,6471115,
full_turns,92362,21,,21,6471116,Executives
full_turns,92362,23,,23,6471118,Executives
full_turns,92362,25,,25,6471120,Analysts
full_turns,92362,29,,29,6471124,Executives
full_turns,92362,31,,31,6471126,Analysts
full_turns,92362,32,,32,6471127,
full_turns,92362,33,,33,6471128,
full_turns,92362,39,,39,6471134,Executives
full_turns,92362,41,,41,6471136,
full_turns,92362,42,,42,6471137,Executives
full_turns,92362,46,,46,6471141,Analysts
full_turns,92362,47,,47,6471142,Executives
full_turns,92362,49,,49,6471144,Executives
full_turns,92362,51,,51,6471146,Analysts
full_turns,92362,52,,52,6471147,Executives
full_turns,92362,54,,54,6471149,Executives
full_turns,92362,56,,56,6471151,Analysts
full_turns,92362,57,,57,6471152,Executives
full_turns,92662,5,,5,6488486,Analysts
full_turns,92662,6,,6,6488487,Executives
full_turns,92662,8,,9,6488490,Executives
full_turns,92662,9,,10,6488491,Analysts
full_turns,92662,10,,11,6488492,Executives
full_turns,92662,12,,13,6488494,Analysts
full_turns,92662,13,,14,6488495,Executives
full_turns,92662,14,,15,6488496,Analysts
full_turns,92662,17,,18,6488499,Executives
full_turns,92662,19,,20,6488501,Executives
full_turns,92662,21,,22,6488503,Analysts
full_turns,92662,24,,25,6488506,Analysts
full_turns,92662,25,,26,6488507,Executives
full_turns,92662,27,,28,6488509,Executives
full_turns,92662,28,,29,6488510,Analysts
full_turns,92662,29,,30,6488511,Executives
full_turns,92662,30,,31,6488512,Executives
full_turns,92662,31,,32,6488513,Analysts
full_turns,92662,32,,33,6488514,Executives
full_turns,92662,34,,35,6488516,Executives
full_turns,92662,41,,43,6488524,
full_turns,92662,43,,45,6488526,
full_turns,92662,45,,47,6488528,Executives
full_turns,92662,46,,48,6488529,Executives
full_turns,92662,47,,49,6488530,
full_turns,92662,48,,50,6488531,Executives
full_turns,92662,51,,53,6488534,Analysts
full_turns,92662,53,,55,6488536,Executives
full_turns,92662,54,,56,6488537,Executives
full_turns,92662,55,,57,6488538,Analysts
full_turns,92662,56,,58,6488539,Executives
full_turns,92662,59,,61,6488542,Analysts
full_turns,92662,60,,62,6488543,Executives
full_turns,92662,61,,63,6488544,Analysts
full_turns,92662,62,,64,6488545,Executives
full_turns,92662,63,,65,6488546,Executives
full_turns,92662,65,,67,6488548,Analysts
full_turns,92662,66,,68,6488549,Executives
full_turns,92662,68,,70,6488551,Executives
full_turns,92662,70,,72,6488553,Analysts
full_turns,92662,71,,73,6488554,Executives
full_turns,92662,73,,75,6488556,Analysts
full_turns,92662,74,,76,6488557,Executives
full_turns,92662,77,,79,6488560,Executives
full_turns,92662,78,,80,6488561,Executives
full_turns,92662,81,,83,6488564,Analysts
full_turns,92662,84,,86,6488567,Analysts
full_turns,92662,87,,89,6488570,Executives
full_turns,92662,91,,93,6488574,Executives
full_turns,92662,95,,97,6488578,Analysts
full_turns,92662,96,,98,6488579,Executives
full_turns,92662,98,,100,6488581,Executives
full_turns,92662,99,,101,6488582,Executives
full_turns,92865,3,,3,6502272,Analysts
full_turns,92865,5,,5,6502274,Executives
full_turns,92865,7,,7,6502276,Executives
full_turns,92865,10,,10,6502279,Executives
full_turns,92865,12,,12,6502281,Executives
full_turns,92865,16,,16,6502285,Executives
full_turns,92865,19,,19,6502288,Executives
full_turns,92865,23,,23,6502292,Analysts
full_turns,92865,25,,25,6502294,Executives
full_turns,92865,29,,29,6502298,
full_turns,92865,31,,31,6502300,Analysts
full_turns,92865,40,,41,6502310,Executives
full_turns,92865,45,,47,6502316,Analysts
full_turns,92865,47,,49,6502318,Analysts
full_turns,92865,49,,51,6502320,Analysts
full_turns,92865,53,,55,6502324,Analysts
full_turns,92865,55,,57,6502326,Analysts
full_turns,92865,56,,59,6502328,Executives
full_turns,92865,60,,64,6502333,Executives
full_turns,92865,62,,66,6502335,
full_turns,92865,63,,67,6502336,Executives
full_turns,92865,65,,69,6502338,Analysts
full_turns,92865,66,,70,6502339,Executives
full_turns,92865,67,,71,6502340,Analysts
full_turns,92865,68,,72,6502341,
full_turns,92865,70,,74,6502343,
full_turns,92865,72,,76,6502345,Analysts
full_turns,92865,73,,77,6502346,Executives
full_turns,92865,75,,79,6502348,Analysts
full_turns,92865,77,,81,6502350,Executives
full_turns,92865,81,,85,6502354,
full_turns,92865,86,,90,6502359,Analysts
full_turns,93361,5,,5,6524995,
full_turns,93361,7,,7,6524997,
full_turns,93361,9,,9,6524999,
full_turns,93361,13,,13,6525003,Executives
full_turns,93361,14,,14,6525004,
full_turns,93361,15,,15,6525005,Executives
full_turns,93361,17,,17,6525007,
full_turns,93361,18,,18,6525008,Executives
full_turns,93361,19,,19,6525009,Executives
full_turns,93361,21,,21,6525011,Analysts
full_turns,93361,22,,22,6525012,Executives
full_turns,93361,23,,23,6525013,Analysts
full_turns,93361,27,,27,6525017,Executives
full_turns,93361,28,,28,6525018,
full_turns,93361,37,,37,6525027,
full_turns,93361,38,,38,6525028,Executives
full_turns,93361,43,,43,6525033,Executives
full_turns,93361,45,,45,6525035,Analysts
full_turns,93361,46,,46,6525036,Executives
full_turns,93361,48,,48,6525038,Analysts
full_turns,93361,49,,49,6525039,Executives
full_turns,93361,51,,51,6525041,Executives
full_turns,93361,55,,55,6525045,Analysts
full_turns,93361,56,,56,6525046,Executives
full_turns,93361,57,,57,6525047,Analysts
full_turns,93361,58,,58,6525048,Executives
full_turns,93361,62,,62,6525052,
full_turns,93361,63,,63,6525053,Executives
full_turns,93361,64,,64,6525054,
full_turns,93361,66,,66,6525056,
full_turns,93361,67,,67,6525057,Executives
full_turns,93361,69,,69,6525059,
full_turns,93361,71,,71,6525061,
full_turns,93361,72,,72,6525062,Executives
full_turns,93361,74,,74,6525064,Executives
full_turns,93361,75,,75,6525065,Executives
full_turns,93361,77,,77,6525067,Analysts
full_turns,93361,78,,78,6525068,Executives
full_turns,93361,81,,81,6525071,Analysts
full_turns,93361,83,,83,6525073,
full_turns,93361,84,,84,6525074,Executives
full_turns,93361,86,,86,6525076,Executives
full_turns,93361,88,,88,6525078,Analysts
full_turns,93361,89,,89,6525079,Executives
full_turns,93361,90,,90,6525080,Executives
full_turns,93361,92,,92,6525082,Executives
full_turns,93361,94,,94,6525084,Executives
full_turns,93361,100,,100,6525090,Analysts
full_turns,93361,101,,101,6525091,Executives
full_turns,93361,102,,102,6525092,Executives
full_turns,93361,103,,103,6525093,Analysts
full_turns,93361,104,,104,6525094,Executives
full_turns,93361,106,,106,6525096,
full_turns,93361,109,,109,6525099,Executives
full_turns,93361,110,,110,6525100,
full_turns,93361,111,,111,6525101,Executives
full_turns,93680,8,,9,6542834,Analysts
full_turns,93680,9,,10,6542835,Executives
full_turns,93680,11,,12,6542837,Executives
full_turns,93680,19,,21,6542846,Executives
full_turns,93680,24,,26,6542851,Analysts
full_turns,93680,25,,27,6542852,Executives
full_turns,93680,27,,29,6542854,Executives
full_turns,93680,29,,31,6542856,Analysts
full_turns,93680,30,,32,6542857,Executives
full_turns,93680,31,,33,6542858,Analysts
full_turns,93680,32,,34,6542859,Executives
full_turns,93680,34,,36,6542861,Analysts
full_turns,93680,35,,37,6542862,Executives
full_turns,93680,36,,38,6542863,Analysts
full_turns,93680,37,,39,6542864,Executives
full_turns,93680,38,,40,6542865,Executives
full_turns,93680,39,,41,6542866,Executives
full_turns,93680,40,,42,6542867,Analysts
full_turns,93680,41,,43,6542868,Executives
full_turns,93680,51,,54,6542879,Executives
full_turns,93680,52,,55,6542880,Analysts
full_turns,93680,54,,57,6542882,Executives
full_turns,93680,56,,59,6542884,Executives
full_turns,93680,57,,60,6542885,Analysts
full_turns,93680,58,,61,6542886,Executives
full_turns,93680,60,,63,6542888,Executives
full_turns,93680,65,,68,6542893,Analysts
full_turns,93680,66,,69,6542894,Executives
full_turns,93680,67,,70,6542895,Analysts
full_turns,93680,70,,73,6542898,Executives
full_turns,93680,73,,76,6542901,Analysts
full_turns,93680,74,,77,6542902,Executives
full_turns,93680,76,,79,6542904,Analysts
full_turns,93680,78,,81,6542906,Analysts
full_turns,93680,81,,84,6542909,Executives
full_turns,93680,84,,87,6542912,Executives
full_turns,93680,88,,91,6542916,
full_turns,93680,89,,92,6542917,Executives
full_turns,93680,95,,98,6542923,Analysts
full_turns,93680,96,,99,6542924,Executives
full_turns,93680,98,,101,6542926,Executives
full_turns,93680,100,,103,6542928,Analysts
full_turns,93680,101,,104,6542929,Executives
full_turns,93680,102,,105,6542930,Analysts
full_turns,93680,103,,106,6542931,Executives
full_turns,93680,111,,114,6542939,Analysts
full_turns,93680,112,,115,6542940,Executives
full_turns,93680,114,,117,6542942,Executives
full_turns,93680,116,,119,6542944,Executives
full_turns,93680,118,,121,6542946,Analysts
full_turns,93680,119,,122,6542947,Executives
full_turns,93680,122,,125,6542950,Analysts
full_turns,93680,123,,126,6542951,Executives
full_turns,93680,126,,129,6542954,Analysts
full_turns,93680,127,,130,6542955,Executives
full_turns,93680,129,,132,6542957,Analysts
full_turns,93680,130,,133,6542958,Executives
full_turns,93680,134,,137,6542962,Executives
full_turns,93680,136,,140,6542965,Analysts
full_turns,93680,137,,141,6542966,Executives
full_turns,93680,138,,142,6542967,Analysts
full_turns,93685,5,,5,6543238,Analysts
full_turns,93685,6,,6,6543239,Executives
full_turns,93685,9,,9,6543242,Analysts
full_turns,93685,10,,10,6543243,Executives
full_turns,93685,11,,11,6543244,Analysts
full_turns,93685,12,,12,6543245,Executives
full_turns,93685,19,,19,6543252,Executives
full_turns,93685,22,,22,6543255,Analysts
full_turns,93685,26,,26,6543259,Analysts
full_turns,93685,27,,27,6543260,Executives
full_turns,93685,28,,28,6543261,Analysts
full_turns,93685,29,,29,6543262,Executives
full_turns,93685,39,,39,6543272,Executives
full_turns,93685,40,,40,6543273,Executives
full_turns,93685,41,,41,6543274,Analysts
full_turns,93685,44,,44,6543277,Analysts
full_turns,93685,45,,45,6543278,Executives
full_turns,93685,49,,49,6543282,Executives
full_turns,93685,51,,51,6543284,Executives
full_turns,93685,54,,54,6543287,Analysts
full_turns,93685,55,,55,6543288,Executives
full_turns,93685,56,,56,6543289,Analysts
full_turns,93685,57,,57,6543290,Executives
full_turns,93685,60,,60,6543293,Analysts
full_turns,93685,61,,61,6543294,Executives
full_turns,93685,63,,63,6543296,Executives
full_turns,93685,66,,66,6543299,Executives
full_turns,93685,67,,67,6543300,Analysts
full_turns,93685,68,,68,6543301,Executives
full_turns,93685,70,,70,6543303,Analysts
full_turns,93685,71,,71,6543304,Executives
full_turns,93685,72,,72,6543305,Executives
full_turns,93685,74,,74,6543307,Analysts
full_turns,93685,76,,76,6543309,Analysts
full_turns,93685,77,,77,6543310,Executives
full_turns,93685,79,,79,6543312,Analysts
full_turns,93685,84,,85,6543318,Analysts
full_turns,93685,85,,86,6543319,Executives
full_turns,93685,91,,93,6543326,Executives
full_turns,93685,98,,102,6543335,Analysts
full_turns,93685,99,,103,6543336,Executives
full_turns,93685,101,,105,6543338,Executives
full_turns,93685,102,,106,6543339,Analysts
full_turns,93685,105,,109,6543342,Analysts
full_turns,93685,106,,110,6543343,Executives
full_turns,93685,107,,111,6543344,Analysts
full_turns,93685,109,,113,6543346,Analysts
full_turns,93685,110,,114,6543347,Executives
full_turns,93685,113,,117,6543350,Executives
full_turns,94410,7,,7,6574913,Executives
full_turns,94410,9,,9,6574915,Analysts
full_turns,94410,10,,10,6574916,Executives
full_turns,94410,11,,11,6574917,Executives
full_turns,94410,13,,13,6574919,Analysts
full_turns,94410,14,,14,6574920,Executives
full_turns,94410,16,,16,6574922,Analysts
full_turns,94410,17,,17,6574923,Executives
full_turns,94410,18,,18,6574924,Executives
full_turns,94410,20,,20,6574926,Analysts
full_turns,94410,21,,21,6574927,Executives
full_turns,94410,22,,22,6574928,Executives
full_turns,94410,24,,24,6574930,Analysts
full_turns,94410,25,,25,6574931,Executives
full_turns,94410,27,,27,6574933,Analysts
full_turns,94410,28,,28,6574934,Executives
full_turns,94410,29,,29,6574935,Executives
full_turns,94410,30,,30,6574936,Executives
full_turns,94410,32,,32,6574938,Analysts
full_turns,94410,33,,33,6574939,Executives
full_turns,94410,34,,34,6574940,Executives
full_turns,94410,35,,35,6574941,Executives
full_turns,94410,37,,37,6574943,Analysts
full_turns,94410,39,,39,6574945,Executives
full_turns,94410,41,,41,6574947,Analysts
full_turns,94410,42,,42,6574948,Executives
full_turns,94410,45,,45,6574951,Executives
full_turns,94410,47,,47,6574953,Analysts
full_turns,94410,48,,48,6574954,Executives
full_turns,94410,49,,49,6574955,Executives
full_turns,94410,50,,50,6574956,Executives
full_turns,94410,52,,52,6574958,Analysts
full_turns,94410,53,,53,6574959,Executives
full_turns,94410,55,,55,6574961,Analysts
full_turns,94410,58,,58,6574964,Analysts
full_turns,94410,59,,59,6574965,Executives
full_turns,94410,62,,62,6574968,Executives
full_turns,94410,65,,65,6574971,Executives
full_turns,94472,9,,9,6578378,Analysts
full_turns,94472,10,,10,6578379,Executives
full_turns,94472,12,,12,6578381,
full_turns,94472,13,,13,6578382,Executives
full_turns,94472,18,,18,6578387,Analysts
full_turns,94472,19,,19,6578388,Executives
full_turns,94472,21,,21,6578390,Analysts
full_turns,94472,22,,22,6578391,Executives
full_turns,94472,24,,24,6578393,Analysts
full_turns,94472,25,,25,6578394,Executives
full_turns,94472,27,,27,6578396,Analysts
full_turns,94472,28,,28,6578397,Executives
full_turns,94472,29,,29,6578398,Executives
full_turns,94472,31,,31,6578400,Analysts
full_turns,94472,32,,32,6578401,Executives
full_turns,94472,33,,33,6578402,Executives
full_turns,94472,35,,35,6578404,Analysts
full_turns,94472,36,,36,6578405,Executives
full_turns,94472,38,,38,6578407,
full_turns,94472,41,,41,6578410,Analysts
full_turns,94472,42,,42,6578411,Executives
full_turns,94472,43,,43,6578412,Executives
full_turns,94472,45,,45,6578414,Analysts
full_turns,94472,47,,47,6578416,Executives
full_turns,94472,49,,49,6578418,Executives
full_turns,94472,51,,51,6578420,Analysts
full_turns,94472,52,,52,6578421,Executives
full_turns,94472,57,,57,6578426,Analysts
full_turns,94472,61,,61,6578430,Executives
full_turns,94472,64,,64,6578433,Executives
full_turns,94672,5,,5,6589384,Analysts
full_turns,94672,7,,7,6589386,Analysts
full_turns,94672,11,,12,6589391,
full_turns,94672,12,,13,6589392,Analysts
full_turns,94672,13,,14,6589393,Executives
full_turns,94672,15,,16,6589395,Analysts
full_turns,94672,16,,17,6589396,Executives
full_turns,94672,18,,19,6589398,Analysts
full_turns,94672,19,,20,6589399,Executives
full_turns,94672,20,,21,6589400,Analysts
full_turns,94672,23,,24,6589403,Executives
full_turns,94672,25,,26,6589405,
full_turns,94672,30,,32,6589411,
full_turns,94672,31,,33,6589412,Executives
full_turns,94672,33,,35,6589414,Analysts
full_turns,94672,34,,36,6589415,Executives
full_turns,94672,38,,40,6589419,Executives
full_turns,94672,40,,42,6589421,Analysts
full_turns,94672,44,,47,6589426,Executives
full_turns,94672,46,,49,6589428,Analysts
full_turns,94672,52,,56,6589435,Analysts
full_turns,94672,53,,57,6589436,Executives
full_turns,94672,61,,65,6589444,Analysts
full_turns,94672,62,,67,6589446,Executives
full_turns,94678,4,,5,6589851,Analysts
full_turns,94678,5,,6,6589852,Executives
full_turns,94678,6,,7,6589853,Analysts
full_turns,94678,7,,8,6589854,Executives
full_turns,94678,8,,9,6589855,Analysts
full_turns,94678,10,,12,6589858,Executives
full_turns,94678,11,,13,6589859,Analysts
full_turns,94678,12,,14,6589860,Executives
full_turns,94678,13,,15,6589861,
full_turns,94678,14,,16,6589862,Executives
full_turns,94678,15,,17,6589863,Executives
full_turns,94678,16,,18,6589864,Executives
full_turns,94678,19,,22,6589868,
full_turns,94678,23,,26,6589872,Executives
full_turns,94678,24,,27,6589873,Executives
